"uid","cluster","coalesce","country","gender","device","dt"
"1014035","Control","0","TUR","M","",""
"1031170","Control","0","BRA","F","",""
"1015870","Treatment","0","AUS","F","",""
"1006645","Treatment","0","FRA","M","",""
"1046874","Treatment","0","USA","O","",""
"1027505","Control","123.72","USA","","A","2023-02-02"
"1017993","Control","0","TUR","F","",""
"1011846","Treatment","0","AUS","F","",""
"1032697","Treatment","0","USA","F","",""
"1025642","Control","0","USA","M","",""
"1002061","Treatment","67.95","DEU","M","A","2023-01-31"
"1012879","Treatment","0","BRA","M","",""
"1027686","Control","0","TUR","F","",""
"1048863","Treatment","0","DEU","F","",""
"1010730","Treatment","0","USA","M","",""
"1033710","Treatment","27.56","USA","F","A","2023-01-27"
"1046285","Control","0","MEX","M","",""
"1039430","Control","0","BRA","M","",""
"1002331","Treatment","0","BRA","O","",""
"1048239","Control","0","USA","M","",""
"1009554","Control","0","DEU","M","",""
"1019805","Treatment","131.69","GBR","M","I","2023-01-27"
"1048716","Control","0","BRA","F","",""
"1004869","Treatment","0","BRA","F","",""
"1049085","Treatment","0","USA","M","",""
"1031582","Treatment","0","TUR","F","",""
"1008649","Control","0","FRA","M","",""
"1039047","Treatment","0","BRA","F","",""
"1034809","Treatment","0","USA","F","",""
"1028389","Control","0","USA","F","",""
"1041157","Treatment","0","USA","M","",""
"1018990","Control","0","AUS","O","",""
"1030562","Treatment","0","TUR","M","",""
"1016480","Control","0","USA","F","",""
"1001036","Treatment","0","MEX","F","",""
"1033697","Control","0","DEU","F","",""
"1003179","Treatment","0","TUR","M","",""
"1046024","Control","0","USA","F","",""
"1035387","Control","0","DEU","F","",""
"1006760","Treatment","0","MEX","M","",""
"1043217","Treatment","0","MEX","","",""
"1028292","Treatment","0","BRA","M","",""
"1010902","Control","0","USA","F","",""
"1031162","Treatment","0","CAN","F","",""
"1042640","Control","0","DEU","","",""
"1039294","Control","0","BRA","M","",""
"1016388","Control","0","FRA","M","",""
"1038172","Control","0","USA","F","",""
"1016281","Treatment","248.11","USA","","I","2023-01-26"
"1004166","Control","0","USA","F","",""
"1022760","Treatment","0","BRA","F","",""
"1029681","Treatment","0","FRA","F","",""
"1027542","Control","0","BRA","M","",""
"1007411","Control","0","MEX","F","",""
"1011700","Treatment","0","MEX","","",""
"1017746","Control","0","TUR","M","",""
"1044293","Treatment","0","BRA","","",""
"1024146","Treatment","0","ESP","M","",""
"1022457","Control","0","DEU","M","",""
"1002540","Treatment","0","MEX","M","",""
"1031245","Control","0","USA","F","",""
"1010980","Treatment","17.74","USA","F","A","2023-02-02"
"1014485","Treatment","0","BRA","","",""
"1030970","Control","0","MEX","O","",""
"1037705","Treatment","0","CAN","M","",""
"1023541","Control","0","USA","M","",""
"1032978","Control","0","DEU","F","",""
"1041746","Treatment","0","TUR","","",""
"1004321","Treatment","0","USA","M","",""
"1019064","Treatment","0","USA","M","",""
"1000151","Control","0","MEX","M","",""
"1032305","Control","0","USA","","",""
"1044137","Control","0","GBR","","",""
"1036276","Control","0","USA","F","",""
"1032829","Control","0","CAN","M","",""
"1048783","Control","0","BRA","F","",""
"1016891","Control","0","GBR","F","",""
"1016735","Treatment","0","BRA","M","",""
"1022397","Control","0","MEX","M","",""
"1037094","Control","0","BRA","F","",""
"1018065","Treatment","0","FRA","O","",""
"1035583","Treatment","0","","","",""
"1049344","Treatment","0","DEU","F","",""
"1049364","Control","0","USA","M","",""
"1041588","Treatment","0","MEX","M","",""
"1020316","Treatment","39.91","GBR","F","I","2023-01-26"
"1018827","Treatment","0","MEX","M","",""
"1032096","Treatment","0","BRA","M","",""
"1032771","Control","0","TUR","","",""
"1005026","Treatment","0","TUR","F","",""
"1000441","Control","0","MEX","F","",""
"1020787","Control","0","MEX","","",""
"1025371","Treatment","0","USA","O","",""
"1001506","Treatment","0","GBR","F","",""
"1048078","Control","0","USA","M","",""
"1045956","Control","0","BRA","M","",""
"1028110","Treatment","0","USA","M","",""
"1048510","Control","0","AUS","","",""
"1025714","Control","0","MEX","F","",""
"1012175","Treatment","0","FRA","M","",""
"1049127","Treatment","0","USA","M","",""
"1013906","Control","0","BRA","","",""
"1007469","Control","0","MEX","F","",""
"1007136","Control","85.12","USA","F","A","2023-01-25"
"1001921","Treatment","0","BRA","","",""
"1045678","Treatment","0","USA","M","",""
"1024368","Treatment","0","TUR","O","",""
"1010897","Treatment","0","TUR","M","",""
"1010665","Control","0","BRA","M","",""
"1031926","Treatment","0","TUR","M","",""
"1005608","Control","0","USA","M","",""
"1032869","Treatment","0","BRA","F","",""
"1039916","Treatment","0","USA","","",""
"1004413","Treatment","0","MEX","F","",""
"1004631","Treatment","0","USA","M","",""
"1041857","Treatment","0","DEU","M","",""
"1007476","Control","0","BRA","F","",""
"1014573","Control","0","MEX","M","",""
"1032569","Control","0","DEU","F","",""
"1009253","Treatment","0","MEX","","",""
"1031980","Treatment","0","BRA","","",""
"1022359","Control","0","BRA","F","",""
"1021077","Control","0","ESP","F","",""
"1046957","Treatment","0","FRA","O","",""
"1023580","Control","16.19","BRA","M","I","2023-01-25"
"1042622","Control","0","USA","M","",""
"1030144","Treatment","0","BRA","M","",""
"1018471","Treatment","0","DEU","M","",""
"1030529","Control","0","TUR","M","",""
"1019227","Control","0","DEU","M","",""
"1004971","Control","0","","F","",""
"1044572","Control","0","USA","F","",""
"1049661","Control","0","BRA","M","",""
"1039696","Control","0","USA","M","",""
"1026017","Control","0","ESP","M","",""
"1023354","Control","0","DEU","M","",""
"1005622","Treatment","0","DEU","M","",""
"1028574","Control","0","USA","F","",""
"1044566","Treatment","0","USA","F","",""
"1000279","Control","0","USA","M","",""
"1031181","Control","0","BRA","F","",""
"1030498","Treatment","0","TUR","F","",""
"1030188","Control","0","GBR","M","",""
"1000449","Treatment","0","USA","","",""
"1036783","Treatment","0","USA","M","",""
"1003605","Treatment","0","USA","M","",""
"1029529","Control","0","USA","","",""
"1041722","Control","0","MEX","M","",""
"1029624","Control","0","DEU","","",""
"1001781","Control","0","USA","M","",""
"1049074","Treatment","0","GBR","F","",""
"1038555","Treatment","0","DEU","F","",""
"1029324","Treatment","0","FRA","F","",""
"1000572","Treatment","0","TUR","","",""
"1036152","Control","0","USA","F","",""
"1020016","Treatment","0","USA","M","",""
"1009216","Treatment","0","USA","","",""
"1018306","Control","0","BRA","F","",""
"1008212","Treatment","0","DEU","F","",""
"1007648","Treatment","0","USA","M","",""
"1012197","Control","0","USA","M","",""
"1022224","Control","0","FRA","F","",""
"1022094","Treatment","0","USA","M","",""
"1013260","Control","0","CAN","M","",""
"1033719","Treatment","0","USA","O","",""
"1030588","Treatment","0","USA","F","",""
"1013477","Control","0","MEX","F","",""
"1000846","Control","0","USA","F","",""
"1039105","Treatment","0","MEX","M","",""
"1012074","Control","0","TUR","F","",""
"1039098","Treatment","0","USA","F","",""
"1049317","Control","0","BRA","F","",""
"1044482","Control","0","ESP","F","",""
"1039932","Treatment","0","BRA","M","",""
"1026154","Treatment","0","BRA","F","",""
"1040113","Control","0","BRA","M","",""
"1019000","Treatment","0","MEX","M","",""
"1044838","Control","0","ESP","","",""
"1003348","Control","0","USA","","",""
"1047112","Control","0","USA","M","",""
"1032721","Treatment","0","TUR","","",""
"1018331","Control","0","GBR","M","",""
"1049509","Treatment","0","DEU","","",""
"1040245","Treatment","0","BRA","F","",""
"1038653","Control","0","GBR","M","",""
"1033400","Treatment","0","USA","M","",""
"1023404","Treatment","0","BRA","F","",""
"1026127","Control","0","USA","M","",""
"1011603","Treatment","0","USA","F","",""
"1023344","Control","0","DEU","O","",""
"1000073","Control","0","USA","M","",""
"1044009","Control","0","DEU","F","",""
"1032321","Treatment","0","USA","M","",""
"1021153","Control","0","FRA","F","",""
"1020077","Treatment","0","MEX","M","",""
"1039705","Treatment","0","DEU","F","",""
"1037420","Treatment","0","DEU","F","",""
"1036949","Treatment","0","USA","F","",""
"1025066","Control","31.7","BRA","F","A","2023-01-28"
"1035919","Control","0","BRA","F","",""
"1018707","Treatment","0","USA","M","",""
"1023676","Control","0","USA","M","",""
"1007533","Control","0","USA","F","",""
"1044589","Control","0","CAN","M","",""
"1012427","Treatment","0","ESP","M","",""
"1034388","Control","0","BRA","M","",""
"1023041","Treatment","0","USA","","",""
"1005147","Control","0","USA","F","",""
"1042673","Control","0","USA","F","",""
"1018820","Treatment","42.0","MEX","M","I","2023-01-27"
"1014630","Control","0","DEU","M","",""
"1040232","Treatment","0","TUR","M","",""
"1023072","Treatment","0","GBR","","",""
"1004261","Control","0","USA","M","",""
"1022543","Control","0","FRA","F","",""
"1031259","Treatment","0","MEX","M","",""
"1010868","Control","0","CAN","F","",""
"1008815","Treatment","0","USA","F","",""
"1045624","Control","0","USA","M","",""
"1020523","Treatment","0","BRA","F","",""
"1038447","Control","0","USA","F","",""
"1015083","Control","0","BRA","M","",""
"1006896","Control","0","USA","F","",""
"1000970","Control","0","USA","F","",""
"1037322","Control","0","BRA","M","",""
"1034048","Treatment","0","USA","F","",""
"1017308","Control","0","TUR","F","",""
"1012127","Treatment","0","DEU","M","",""
"1010107","Treatment","0","USA","","",""
"1030453","Control","0","BRA","F","",""
"1030530","Control","0","USA","F","",""
"1014106","Control","0","USA","M","",""
"1047775","Control","0","MEX","F","",""
"1039321","Control","0","USA","M","",""
"1039308","Treatment","0","USA","O","",""
"1011189","Control","0","USA","F","",""
"1028360","Treatment","0","AUS","M","",""
"1020922","Control","0","BRA","F","",""
"1033254","Treatment","0","USA","M","",""
"1048544","Control","0","CAN","M","",""
"1026903","Treatment","0","TUR","F","",""
"1044522","Control","0","USA","F","",""
"1006971","Treatment","0","BRA","","",""
"1003757","Control","0","USA","F","",""
"1028687","Control","0","MEX","F","",""
"1025490","Treatment","0","BRA","F","",""
"1002967","Control","0","USA","F","",""
"1044056","Treatment","0","DEU","M","",""
"1034157","Treatment","0","ESP","M","",""
"1015220","Control","0","ESP","F","",""
"1042852","Treatment","0","GBR","M","",""
"1039581","Control","0","USA","","",""
"1044540","Treatment","0","GBR","F","",""
"1023449","Control","105.21","USA","F","A","2023-01-26"
"1046448","Control","0","USA","M","",""
"1035279","Control","0","DEU","M","",""
"1013602","Control","0","USA","","",""
"1035479","Treatment","0","TUR","M","",""
"1034386","Treatment","0","USA","","",""
"1030124","Control","0","USA","F","",""
"1007189","Treatment","0","USA","M","",""
"1013866","Control","0","USA","","",""
"1029891","Treatment","0","GBR","O","",""
"1040594","Control","0","GBR","F","",""
"1012931","Treatment","0","USA","F","",""
"1007472","Control","0","USA","F","",""
"1009516","Control","0","TUR","M","",""
"1008957","Control","0","BRA","F","",""
"1044966","Control","0","AUS","M","",""
"1024403","Control","0","USA","F","",""
"1017011","Treatment","0","GBR","M","",""
"1018655","Treatment","0","CAN","","",""
"1008292","Treatment","0","USA","M","",""
"1034365","Treatment","0","GBR","F","",""
"1042815","Control","0","MEX","O","",""
"1009954","Treatment","0","AUS","F","",""
"1021057","Treatment","0","AUS","F","",""
"1045911","Control","0","DEU","F","",""
"1033691","Treatment","0","DEU","M","",""
"1017343","Control","0","MEX","F","",""
"1021448","Treatment","0","AUS","M","",""
"1040730","Control","0","USA","","",""
"1019453","Control","0","MEX","M","",""
"1016819","Treatment","0","USA","","",""
"1001185","Treatment","14.56","FRA","M","A","2023-01-28"
"1039645","Treatment","0","BRA","F","",""
"1040160","Treatment","0","BRA","M","",""
"1007147","Treatment","0","USA","O","",""
"1034490","Control","0","TUR","F","",""
"1015955","Control","0","CAN","F","",""
"1032210","Control","0","FRA","","",""
"1027969","Treatment","0","USA","F","",""
"1030372","Control","0","USA","F","",""
"1004554","Control","0","BRA","M","",""
"1040493","Control","0","FRA","","",""
"1001086","Control","0","TUR","M","",""
"1020386","Treatment","0","ESP","F","",""
"1016021","Treatment","0","BRA","O","",""
"1039015","Treatment","0","DEU","M","",""
"1025468","Treatment","0","CAN","M","",""
"1018064","Control","0","BRA","M","",""
"1020877","Treatment","0","FRA","M","",""
"1021531","Treatment","0","BRA","M","",""
"1037786","Treatment","0","USA","","",""
"1046556","Treatment","0","BRA","F","",""
"1016038","Control","0","USA","M","",""
"1031161","Control","0","CAN","F","",""
"1001397","Control","0","USA","","",""
"1002603","Treatment","0","MEX","M","",""
"1048964","Treatment","0","BRA","F","",""
"1025994","Control","0","CAN","F","",""
"1044892","Treatment","0","AUS","F","",""
"1028032","Control","79.33","USA","M","A","2023-02-04"
"1009587","Treatment","7.89","USA","M","A","2023-01-30"
"1022051","Control","0","GBR","","",""
"1027499","Treatment","0","DEU","M","",""
"1017321","Treatment","0","USA","M","",""
"1013919","Control","0","GBR","O","",""
"1010747","Control","0","USA","","",""
"1035513","Treatment","0","USA","M","",""
"1022227","Treatment","0","CAN","F","",""
"1019832","Treatment","0","TUR","M","",""
"1039741","Treatment","0","USA","M","",""
"1011624","Control","0","USA","M","",""
"1046774","Treatment","67.49","USA","M","I","2023-01-25"
"1026339","Control","0","TUR","M","",""
"1027987","Treatment","0","DEU","","",""
"1019329","Treatment","0","CAN","","",""
"1027948","Treatment","0","FRA","M","",""
"1014406","Control","0","USA","O","",""
"1019257","Treatment","0","FRA","F","",""
"1019608","Treatment","0","FRA","O","",""
"1048579","Treatment","0","MEX","M","",""
"1033493","Treatment","0","USA","F","",""
"1037982","Control","0","CAN","F","",""
"1027342","Treatment","0","ESP","M","",""
"1038591","Control","0","AUS","M","",""
"1037373","Treatment","0","GBR","M","",""
"1001650","Treatment","0","DEU","F","",""
"1048346","Control","0","USA","F","",""
"1015749","Control","0","FRA","M","",""
"1021832","Treatment","0","AUS","M","",""
"1035076","Control","0","BRA","F","",""
"1026516","Treatment","0","FRA","F","",""
"1018641","Treatment","0","USA","F","",""
"1028942","Control","0","USA","M","",""
"1045759","Treatment","115.07","MEX","M","A","2023-01-26"
"1047183","Treatment","0","BRA","","",""
"1019922","Control","0","MEX","O","",""
"1033128","Treatment","0","MEX","M","",""
"1004175","Control","0","USA","M","",""
"1028491","Control","0","BRA","","",""
"1009289","Control","0","BRA","M","",""
"1036114","Treatment","0","USA","F","",""
"1017997","Control","0","USA","F","",""
"1008576","Treatment","0","USA","O","",""
"1003033","Treatment","0","CAN","F","",""
"1039065","Control","0","USA","F","",""
"1011538","Treatment","0","USA","M","",""
"1009505","Treatment","0","USA","M","",""
"1001829","Control","0","MEX","F","",""
"1019891","Treatment","0","USA","F","",""
"1023032","Treatment","0","USA","F","",""
"1006954","Control","0","USA","F","",""
"1045929","Control","0","CAN","O","",""
"1024371","Treatment","0","BRA","","",""
"1017465","Treatment","0","BRA","F","",""
"1011939","Control","0","BRA","M","",""
"1043401","Treatment","0","ESP","F","",""
"1029230","Control","0","USA","","",""
"1049412","Control","0","USA","F","",""
"1034020","Treatment","0","MEX","M","",""
"1047106","Control","0","BRA","F","",""
"1006615","Treatment","0","USA","M","",""
"1049738","Control","0","USA","F","",""
"1041696","Control","0","BRA","M","",""
"1026423","Treatment","0","BRA","M","",""
"1022253","Control","103.07","BRA","M","I","2023-01-25"
"1018798","Control","0","USA","F","",""
"1005727","Treatment","0","MEX","M","",""
"1028701","Treatment","0","BRA","M","",""
"1023445","Control","0","GBR","F","",""
"1014724","Control","0","MEX","F","",""
"1040766","Control","0","BRA","F","",""
"1027978","Treatment","0","DEU","","",""
"1023379","Treatment","0","USA","","",""
"1047356","Treatment","0","USA","M","",""
"1036035","Treatment","0","TUR","M","",""
"1036174","Control","195.46","BRA","O","I","2023-01-26"
"1036126","Control","75.31","USA","F","A","2023-01-25"
"1024458","Treatment","0","BRA","F","",""
"1018020","Control","0","BRA","M","",""
"1001810","Treatment","0","USA","","",""
"1012200","Treatment","0","ESP","M","",""
"1040011","Control","0","BRA","F","",""
"1034797","Control","0","CAN","M","",""
"1009476","Control","101.56","USA","F","I","2023-01-26"
"1014669","Control","0","BRA","F","",""
"1044725","Control","0","USA","F","",""
"1011135","Control","0","USA","","",""
"1022086","Treatment","0","BRA","M","",""
"1026873","Treatment","27.92","USA","M","I","2023-01-28"
"1030283","Control","0","USA","","",""
"1013258","Control","0","USA","M","",""
"1047350","Control","0","MEX","F","",""
"1016986","Treatment","0","USA","M","",""
"1046906","Control","0","FRA","F","",""
"1017846","Treatment","0","BRA","M","",""
"1020960","Control","0","USA","M","",""
"1041024","Treatment","0","TUR","M","",""
"1024036","Treatment","0","BRA","F","",""
"1032528","Control","0","DEU","F","",""
"1023491","Control","0","FRA","","",""
"1030543","Control","0","MEX","M","",""
"1035789","Treatment","0","USA","M","",""
"1026777","Treatment","48.52","MEX","M","A","2023-01-26"
"1021185","Treatment","0","USA","F","",""
"1045798","Control","0","USA","M","",""
"1044830","Treatment","0","BRA","M","",""
"1044267","Control","48.1","GBR","F","I","2023-01-28"
"1045185","Control","0","BRA","M","",""
"1045821","Control","0","AUS","M","",""
"1044618","Control","0","BRA","M","",""
"1024002","Treatment","0","USA","","",""
"1047312","Control","0","MEX","M","",""
"1037131","Control","0","FRA","M","",""
"1030977","Treatment","0","BRA","","",""
"1016093","Control","0","GBR","M","",""
"1023122","Treatment","0","BRA","","",""
"1046178","Control","0","MEX","M","",""
"1039931","Control","0","MEX","F","",""
"1047237","Control","0","TUR","M","",""
"1018860","Control","0","USA","F","",""
"1002700","Control","0","BRA","F","",""
"1044283","Control","0","FRA","F","",""
"1011384","Treatment","0","ESP","M","",""
"1038818","Treatment","0","TUR","","",""
"1012562","Treatment","0","MEX","M","",""
"1014108","Treatment","0","FRA","F","",""
"1009248","Control","0","GBR","M","",""
"1007288","Treatment","0","BRA","M","",""
"1021997","Treatment","0","MEX","M","",""
"1003454","Control","0","","M","",""
"1001418","Control","0","USA","O","",""
"1014984","Control","0","BRA","F","",""
"1037177","Treatment","0","USA","M","",""
"1003656","Control","0","ESP","M","",""
"1039421","Control","0","USA","F","",""
"1017611","Treatment","0","MEX","F","",""
"1012937","Control","0","BRA","F","",""
"1033708","Treatment","0","USA","M","",""
"1007401","Treatment","0","USA","F","",""
"1001384","Treatment","0","MEX","F","",""
"1043531","Treatment","17.54","BRA","F","A","2023-01-27"
"1022737","Control","0","BRA","","",""
"1011696","Treatment","0","BRA","","",""
"1001478","Control","0","DEU","M","",""
"1015729","Control","0","USA","F","",""
"1009652","Treatment","0","USA","F","",""
"1045188","Control","0","USA","M","",""
"1020401","Control","0","TUR","","",""
"1048808","Treatment","93.44","USA","O","A","2023-01-25"
"1010272","Control","0","DEU","M","",""
"1003912","Control","0","MEX","M","",""
"1038305","Control","0","USA","M","",""
"1044616","Control","0","USA","F","",""
"1041297","Control","0","FRA","M","",""
"1028955","Control","0","BRA","M","",""
"1012927","Treatment","0","FRA","F","",""
"1012058","Control","0","USA","F","",""
"1034866","Treatment","0","ESP","M","",""
"1014318","Control","0","USA","M","",""
"1012666","Treatment","0","BRA","M","",""
"1032464","Control","0","FRA","M","",""
"1022612","Control","0","DEU","M","",""
"1001468","Treatment","0","AUS","M","",""
"1039185","Control","0","USA","F","",""
"1031776","Control","0","BRA","M","",""
"1044963","Control","0","TUR","F","",""
"1035741","Control","0","DEU","M","",""
"1020404","Control","0","","F","",""
"1008906","Control","0","USA","M","",""
"1009817","Treatment","0","USA","","",""
"1015451","Control","0","USA","M","",""
"1010114","Treatment","0","BRA","M","",""
"1048454","Treatment","0","CAN","F","",""
"1003004","Treatment","0","BRA","M","",""
"1047465","Treatment","0","BRA","M","",""
"1046088","Treatment","0","DEU","","",""
"1032158","Control","0","MEX","M","",""
"1016646","Control","0","ESP","M","",""
"1016431","Treatment","0","FRA","F","",""
"1036029","Treatment","0","DEU","F","",""
"1027918","Treatment","0","GBR","M","",""
"1019661","Control","0","MEX","M","",""
"1017326","Control","0","TUR","M","",""
"1009589","Control","0","CAN","M","",""
"1006120","Control","0","TUR","F","",""
"1000347","Control","0","AUS","O","",""
"1011601","Treatment","0","BRA","M","",""
"1003867","Control","0","BRA","M","",""
"1000051","Treatment","0","MEX","","",""
"1012852","Control","0","FRA","M","",""
"1009022","Control","0","BRA","","",""
"1028426","Control","0","ESP","M","",""
"1043906","Control","0","MEX","M","",""
"1047661","Control","41.15915020606923","DEU","F","A","2023-01-28"
"1017652","Treatment","0","ESP","F","",""
"1004404","Control","0","USA","M","",""
"1029261","Control","0","TUR","","",""
"1014219","Treatment","0","FRA","F","",""
"1007819","Control","0","GBR","M","",""
"1046353","Control","0","USA","F","",""
"1028532","Treatment","0","GBR","F","",""
"1037710","Treatment","0","MEX","M","",""
"1041660","Treatment","0","MEX","","",""
"1033963","Treatment","0","FRA","F","",""
"1036736","Treatment","0","DEU","F","",""
"1004364","Treatment","0","BRA","F","",""
"1038154","Treatment","0","FRA","M","",""
"1027121","Treatment","0","BRA","M","",""
"1019781","Treatment","0","MEX","F","",""
"1016777","Treatment","0","MEX","M","",""
"1015498","Treatment","0","CAN","F","",""
"1025057","Control","0","BRA","M","",""
"1048148","Control","0","GBR","F","",""
"1045260","Treatment","0","FRA","M","",""
"1045679","Treatment","0","BRA","F","",""
"1039996","Treatment","0","CAN","M","",""
"1017764","Treatment","0","FRA","O","",""
"1007499","Treatment","0","","","",""
"1021376","Control","0","TUR","M","",""
"1041099","Treatment","0","FRA","F","",""
"1048203","Control","0","FRA","F","",""
"1016328","Treatment","0","GBR","M","",""
"1025507","Treatment","0","GBR","M","",""
"1010125","Control","0","ESP","M","",""
"1004866","Control","0","USA","","",""
"1040231","Control","0","ESP","F","",""
"1029235","Treatment","121.26","CAN","F","A","2023-02-02"
"1035472","Treatment","0","USA","F","",""
"1031860","Treatment","0","DEU","M","",""
"1008499","Treatment","0","TUR","","",""
"1007542","Control","0","MEX","O","",""
"1003924","Control","0","USA","O","",""
"1039648","Treatment","0","TUR","M","",""
"1037520","Treatment","0","BRA","F","",""
"1015726","Treatment","0","ESP","F","",""
"1042116","Control","0","BRA","F","",""
"1009949","Control","45.57","USA","M","A","2023-01-25"
"1035669","Treatment","0","GBR","M","",""
"1014271","Control","0","DEU","M","",""
"1031228","Control","0","USA","O","",""
"1000259","Control","0","BRA","M","",""
"1030240","Treatment","0","BRA","F","",""
"1027871","Control","0","DEU","M","",""
"1040111","Control","0","DEU","M","",""
"1019264","Treatment","0","USA","F","",""
"1027419","Treatment","0","USA","M","",""
"1036475","Control","0","BRA","M","",""
"1015392","Treatment","0","USA","M","",""
"1029296","Treatment","0","MEX","F","",""
"1027567","Control","0","ESP","F","",""
"1022484","Control","0","MEX","F","",""
"1048212","Control","0","BRA","M","",""
"1028700","Treatment","0","USA","","",""
"1022047","Control","0","BRA","","",""
"1023447","Treatment","0","USA","M","",""
"1009196","Treatment","0","TUR","F","",""
"1031910","Control","0","USA","F","",""
"1034466","Treatment","0","CAN","F","",""
"1008854","Control","0","TUR","","",""
"1024464","Treatment","0","USA","F","",""
"1016463","Control","0","TUR","M","",""
"1013407","Treatment","0","USA","F","",""
"1030738","Treatment","0","MEX","","",""
"1003701","Treatment","0","BRA","F","",""
"1029159","Control","0","BRA","","",""
"1038962","Control","0","FRA","M","",""
"1008349","Control","0","CAN","M","",""
"1025105","Control","61.17","MEX","","I","2023-01-27"
"1025202","Treatment","0","USA","M","",""
"1001502","Control","0","TUR","F","",""
"1015315","Control","0","FRA","M","",""
"1013885","Treatment","0","BRA","F","",""
"1017740","Treatment","0","ESP","M","",""
"1048978","Treatment","0","USA","F","",""
"1000525","Treatment","0","BRA","F","",""
"1030688","Control","0","TUR","F","",""
"1009805","Control","0","USA","M","",""
"1033641","Control","0","TUR","F","",""
"1045784","Control","0","FRA","F","",""
"1037974","Treatment","0","DEU","F","",""
"1003967","Treatment","0","BRA","","",""
"1025046","Treatment","0","GBR","M","",""
"1006989","Control","0","BRA","M","",""
"1023512","Treatment","0","USA","M","",""
"1006371","Treatment","0","USA","M","",""
"1009213","Control","0","TUR","O","",""
"1001380","Control","0","DEU","M","",""
"1015501","Treatment","0","DEU","F","",""
"1029629","Treatment","0","FRA","F","",""
"1011909","Control","0","BRA","","",""
"1014496","Treatment","0","MEX","F","",""
"1000880","Treatment","0","TUR","F","",""
"1046984","Treatment","0","MEX","","",""
"1023094","Control","0","USA","F","",""
"1012192","Control","0","BRA","M","",""
"1007427","Control","0","ESP","M","",""
"1000430","Control","0","USA","M","",""
"1025151","Treatment","0","MEX","F","",""
"1024468","Control","0","USA","F","",""
"1004196","Control","0","USA","F","",""
"1001884","Treatment","0","USA","F","",""
"1015526","Treatment","53.26","GBR","M","I","2023-02-02"
"1000192","Control","0","ESP","F","",""
"1015471","Treatment","0","USA","M","",""
"1030025","Control","0","BRA","O","",""
"1029372","Treatment","0","USA","F","",""
"1015514","Control","0","TUR","F","",""
"1008040","Control","0","FRA","M","",""
"1023781","Control","0","DEU","F","",""
"1039029","Control","0","BRA","F","",""
"1047376","Treatment","0","USA","","",""
"1043633","Control","0","AUS","F","",""
"1033385","Control","0","BRA","F","",""
"1006366","Treatment","116.95","MEX","F","I","2023-01-28"
"1000537","Control","0","BRA","M","",""
"1046997","Treatment","0","BRA","M","",""
"1040120","Treatment","0","ESP","M","",""
"1016075","Control","0","MEX","F","",""
"1026266","Control","0","MEX","F","",""
"1023277","Control","0","USA","F","",""
"1010022","Control","0","FRA","M","",""
"1034455","Treatment","0","USA","F","",""
"1044057","Control","0","MEX","F","",""
"1025882","Control","0","CAN","","",""
"1023446","Control","0","USA","F","",""
"1009185","Control","0","GBR","","",""
"1007226","Treatment","0","USA","F","",""
"1019654","Control","0","TUR","","",""
"1024917","Control","0","BRA","F","",""
"1005634","Control","0","MEX","M","",""
"1030991","Treatment","0","FRA","F","",""
"1014755","Treatment","0","MEX","M","",""
"1002725","Control","0","FRA","","",""
"1042052","Treatment","0","USA","M","",""
"1025277","Control","0","FRA","F","",""
"1014335","Control","0","MEX","M","",""
"1025866","Control","0","BRA","M","",""
"1007824","Control","0","DEU","M","",""
"1015346","Control","0","USA","F","",""
"1032331","Treatment","0","BRA","F","",""
"1015986","Treatment","0","USA","F","",""
"1010427","Treatment","0","ESP","","",""
"1003844","Treatment","0","FRA","F","",""
"1039476","Treatment","0","TUR","","",""
"1037458","Treatment","0","MEX","F","",""
"1019183","Treatment","0","CAN","M","",""
"1035098","Treatment","0","USA","F","",""
"1025322","Control","0","MEX","F","",""
"1045207","Treatment","0","BRA","F","",""
"1042181","Control","0","BRA","M","",""
"1033543","Treatment","0","MEX","","",""
"1028982","Treatment","0","TUR","F","",""
"1017563","Control","15.51","TUR","M","I","2023-01-27"
"1001859","Treatment","0","USA","F","",""
"1043879","Control","0","FRA","","",""
"1037608","Control","0","","F","",""
"1005636","Control","0","DEU","F","",""
"1040016","Treatment","0","USA","F","",""
"1007133","Treatment","0","MEX","M","",""
"1035390","Control","0","USA","M","",""
"1049488","Treatment","0","BRA","","",""
"1021582","Treatment","0","CAN","M","",""
"1004202","Control","67.12","USA","M","I","2023-01-28"
"1035714","Treatment","0","USA","M","",""
"1028616","Control","0","USA","F","",""
"1036798","Treatment","0","AUS","F","",""
"1007403","Treatment","96.62","USA","M","A","2023-01-26"
"1040434","Treatment","0","USA","F","",""
"1036529","Treatment","0","MEX","F","",""
"1012057","Control","0","USA","F","",""
"1024321","Control","0","BRA","M","",""
"1007646","Control","0","AUS","M","",""
"1000841","Control","0","DEU","F","",""
"1027515","Control","0","BRA","M","",""
"1011130","Control","0","USA","M","",""
"1042392","Control","0","FRA","F","",""
"1004080","Control","0","USA","F","",""
"1044955","Control","0","USA","F","",""
"1019766","Treatment","0","USA","F","",""
"1036571","Control","0","DEU","","",""
"1029042","Control","0","MEX","M","",""
"1010437","Treatment","0","GBR","M","",""
"1008919","Treatment","0","DEU","F","",""
"1049972","Treatment","0","USA","M","",""
"1029016","Treatment","0","TUR","M","",""
"1029879","Treatment","0","GBR","M","",""
"1027141","Control","0","USA","F","",""
